index,rating,default_mob,tenor,eir,prin_amt,lgd,recovery_rate,act_present_val,act_profit,opt_eir,opt_obj,solve_time
0,2,-1,48,0.335,45,-1.0,1.0,72.94614514645498,27.94614514645498,0.3067,4.2692,75.0
1,4,-1,24,0.4,20,-1.0,1.0,27.611413820349064,7.611413820349064,0.3355,1.4409,75.0
2,7,10,48,0.265,40,1.0,0.0,11.939251214989547,-28.060748785010453,0.3535,0.9918,78.0
3,7,17,48,0.37,30,-1.0,1.0,39.18503286776259,9.185032867762587,0.2012,-1.1393,78.0
4,9,-1,24,0.37,20,-1.0,1.0,26.885341148060974,6.885341148060974,0.4326,0.1018,84.0
5,5,-1,36,0.4,31,-1.0,1.0,49.024316065393826,18.024316065393826,0.3429,2.102,80.0
6,6,-1,36,0.33,52,-1.0,1.0,75.39916464655693,23.399164646556926,0.3833,2.5099,75.0
7,4,10,48,0.4,45,1.0,0.0,16.610928490713974,-28.389071509286026,0.3318,3.4532,75.0
8,4,-1,48,0.39,62,-1.0,1.0,109.35641570351532,47.356415703515324,0.3282,4.7442,75.0
9,7,7,30,0.4,20,1.0,0.0,6.278697443661876,-13.721302556338124,0.4258,0.6784,75.0
10,4,24,24,0.38,30,-1.0,1.0,40.640246812190085,10.640246812190085,0.334,2.2906,73.0
11,6,-1,24,0.33,35,-1.0,1.0,45.38299777042098,10.382997770420978,0.3931,1.5876,74.0
12,5,8,36,0.395,20,-1.0,1.0,22.433556378307046,2.4335563783070455,0.3527,1.289,74.0
13,3,-1,12,0.41,15,-1.0,1.0,17.947253863214453,2.9472538632144527,0.3109,1.385,74.0
14,7,5,36,0.38,50,1.0,0.0,9.27377990839494,-40.72622009160506,0.4106,1.5887,77.0
15,5,-1,24,0.32,20,-1.0,1.0,25.697960201835972,5.697960201835972,0.3483,1.3062,76.0
16,4,-1,36,0.39,55,-1.0,1.0,85.9267167923588,30.926716792358803,0.3253,4.4777,77.0
17,5,6,48,0.345,90,1.0,0.0,17.14335345707174,-72.85664654292826,0.3542,5.6795,75.0
18,2,-1,24,0.38,20,-1.0,1.0,27.12623742888339,7.126237428883389,0.3065,1.8921,75.0
19,4,-1,24,0.38,20,-1.0,1.0,27.12623742888339,7.126237428883389,0.3267,1.6045,73.0
20,8,-1,12,0.36,30,-1.0,1.0,35.01786439203183,5.017864392031832,0.4464,0.4399,76.0
21,9,-1,12,0.395,30,-1.0,1.0,35.63032900215458,5.630329002154582,0.3498,-0.4394,77.0
22,9,-1,24,0.4,20,-1.0,1.0,27.611413820349064,7.611413820349064,0.4211,-0.001,76.0
23,5,-1,48,0.37,51,-1.0,1.0,87.27346828425557,36.27346828425557,0.3565,3.1499,75.0
24,8,13,36,0.38,30,1.0,0.0,16.365250546614718,-13.634749453385282,0.4424,0.5584,77.0
25,8,-1,12,0.38,20,-1.0,1.0,23.578110196526445,3.5781101965264455,0.4655,0.4208,77.0
26,5,-1,24,0.31,60,-1.0,1.0,76.39180454377203,16.391804543772025,0.3532,3.8509,75.0
27,6,-1,48,0.36,50,-1.0,1.0,84.26170928779447,34.261709287794474,0.3865,2.3438,72.0
28,7,-1,36,0.44,24,-1.0,1.0,39.8174022405332,15.817402240533198,0.4424,0.6791,77.0
29,8,-1,24,0.4,31,-1.0,1.0,42.797691421541046,11.797691421541046,0.3988,0.5079,77.0
30,4,-1,36,0.365,51,-1.0,1.0,77.26461827490819,26.264618274908187,0.332,3.9572,76.0
31,5,-1,48,0.44,20,-1.0,1.0,37.96653897577656,17.966538975776558,0.3487,1.3203,76.0
32,2,-1,12,0.33,30,-1.0,1.0,34.49732149079899,4.4973214907989885,0.3062,2.7797,73.0
33,4,10,48,0.38,50,1.0,0.0,17.910952627048772,-32.08904737295123,0.3373,3.649,75.0
34,3,21,48,0.325,40,-1.0,1.0,53.02950171433643,13.029501714336433,0.3179,3.4147,74.0
35,7,-1,36,0.38,50,-1.0,1.0,77.16463862368614,27.164638623686145,0.3672,1.3444,75.0
36,7,-1,36,0.38,60,-1.0,1.0,92.59756634842338,32.597566348423385,0.3671,1.3292,81.0
37,6,-1,36,0.295,100,-1.0,1.0,138.64396773151222,38.64396773151222,0.4065,4.0437,77.0
38,6,13,24,0.335,30,1.0,0.0,20.12288955772793,-9.87711044227207,0.3956,1.334,78.0
39,6,-1,48,0.38,50,-1.0,1.0,86.8719104445304,36.8719104445304,0.4002,2.0992,78.0
40,8,-1,24,0.39,21,-1.0,1.0,28.73667635922049,7.736676359220489,0.2534,-0.7651,78.0
41,1,-1,24,0.18,60,-1.0,1.0,67.58585003879126,7.585850038791264,0.2939,6.4555,77.0
42,7,20,48,0.37,35,1.0,0.0,25.434676973921952,-9.565323026078048,0.3671,0.7474,77.0
43,4,-1,36,0.29,100,-1.0,1.0,137.74834657591364,37.748346575913644,0.3265,8.0487,76.0
44,6,-1,48,0.435,42,-1.0,1.0,79.15665890543873,37.15665890543873,0.3953,1.857,79.0
45,2,-1,48,0.36,61,-1.0,1.0,102.79928533110927,41.799285331109274,0.3019,5.9833,76.0
46,6,-1,12,0.36,31,-1.0,1.0,36.18512653843289,5.18512653843289,0.3852,1.5129,78.0
47,9,-1,48,0.38,50,-1.0,1.0,86.8719104445304,36.8719104445304,0.4474,0.4138,78.0
48,3,-1,12,0.325,14,-1.0,1.0,16.058449570867463,2.058449570867463,0.3165,1.2171,78.0
49,7,-1,36,0.4,50,-1.0,1.0,79.07147752482875,29.07147752482875,0.4353,1.524,79.0
50,3,-1,48,0.3,71,-1.0,1.0,108.85341269546664,37.853412695466645,0.3164,6.2499,77.0
51,5,-1,48,0.315,95,-1.0,1.0,149.19907765768107,54.19907765768107,0.3526,6.1745,78.0
52,4,-1,24,0.4,50,-1.0,1.0,69.02853455087266,19.028534550872664,0.3304,3.8231,78.0
53,8,-1,12,0.365,20,-1.0,1.0,23.403346381443185,3.4033463814431855,0.4465,0.3642,78.0
54,6,16,36,0.38,20,0.8,0.2,16.040841463251585,-3.959158536748415,0.3825,0.9838,77.0
55,10,-1,24,0.38,15,-1.0,1.0,20.344678071662543,5.344678071662543,0.3084,-0.9651,77.0
56,8,3,48,0.38,70,1.0,0.0,5.6699700285162695,-64.33002997148373,0.4554,1.2945,78.0
57,4,-1,12,0.465,39,-1.0,1.0,47.93333781587318,8.93333781587318,0.3306,3.0077,78.0
58,4,-1,30,0.38,50,-1.0,1.0,72.43759135585663,22.437591355856625,0.3359,3.7596,78.0
59,3,-1,48,0.245,60,-1.0,1.0,83.9995599960806,23.999559996080606,0.3152,5.2905,76.0
60,5,-1,12,0.28,30,-1.0,1.0,33.63889577108699,3.638895771086993,0.353,1.9546,78.0
61,7,-1,36,0.38,50,-1.0,1.0,77.16463862368614,27.164638623686145,0.4372,1.545,76.0
62,3,-1,36,0.335,30,-1.0,1.0,43.77546118437105,13.775461184371053,0.315,2.6464,74.0
63,6,-1,48,0.38,50,-1.0,1.0,86.8719104445304,36.8719104445304,0.3932,2.2389,75.0
64,4,-1,12,0.34,31,-1.0,1.0,35.826059526309386,4.826059526309386,0.3318,2.4278,74.0
65,6,-1,48,0.335,60,-1.0,1.0,97.26152686193998,37.261526861939984,0.3881,2.8779,78.0
66,7,-1,48,0.4,58,-1.0,1.0,103.84129022802071,45.84129022802071,0.4412,1.7403,76.0
67,1,-1,24,0.31,100,-1.0,1.0,127.31967423962007,27.31967423962007,0.2947,10.8623,74.0
68,7,-1,36,0.38,50,-1.0,1.0,77.16463862368614,27.164638623686145,0.4266,1.6282,78.0
69,3,-1,12,0.38,20,-1.0,1.0,23.578110196526445,3.5781101965264455,0.313,1.8018,76.0
70,2,-1,12,0.28,40,-1.0,1.0,44.851861028116,4.851861028115998,0.3054,3.8472,77.0
71,9,3,48,0.39,42,-1.0,1.0,39.84659508797177,-2.153404912028229,0.3543,-0.7337,79.0
72,7,-1,48,0.38,40,-1.0,1.0,69.49752835562431,29.49752835562431,0.4401,1.1841,77.0
73,6,-1,12,0.38,20,-1.0,1.0,23.578110196526445,3.5781101965264455,0.3964,0.8728,80.0
74,2,-1,24,0.385,20,-1.0,1.0,27.247109416419374,7.247109416419374,0.3028,1.9713,76.0
75,6,-1,48,0.38,30,-1.0,1.0,52.12314626671824,22.123146266718237,0.3789,1.5198,77.0
76,2,-1,12,0.365,30,-1.0,1.0,35.10501957216478,5.105019572164778,0.3018,3.013,77.0
77,8,-1,24,0.34,40,-1.0,1.0,52.33894945782778,12.33894945782778,0.363,0.0214,78.0
78,7,-1,48,0.4,24,-1.0,1.0,42.96880974952582,18.968809749525818,0.4244,0.8148,79.0
79,7,-1,48,0.38,24,-1.0,1.0,41.698517013374584,17.698517013374584,0.4325,0.7674,77.0
80,8,-1,48,0.4,31,-1.0,1.0,55.50137925980417,24.501379259804168,0.3948,0.4556,74.0
81,6,7,12,0.38,15,-1.0,1.0,16.79433338575094,1.7943333857509387,0.3853,0.7237,75.0
82,5,12,12,0.325,30,1.0,0.0,31.62138942327007,1.6213894232700703,0.3518,1.9538,75.0
83,6,-1,24,0.375,30,-1.0,1.0,40.50847172200175,10.508471722001751,0.3855,1.4382,75.0
84,4,-1,24,0.38,20,-1.0,1.0,27.12623742888339,7.126237428883389,0.3331,1.5138,72.0
85,3,-1,24,0.315,25,-1.0,1.0,31.976003447041368,6.976003447041368,0.3179,2.1447,74.0
86,4,-1,48,0.335,90,-1.0,1.0,145.89229029290996,55.89229029290996,0.3282,6.9463,76.0
87,4,-1,36,0.325,80,-1.0,1.0,115.26525751420051,35.26525751420051,0.331,6.0981,75.0
88,3,-1,36,0.3,65,-1.0,1.0,90.7027204536352,25.702720453635195,0.3202,5.5579,73.0
89,9,-1,48,0.38,15,-1.0,1.0,26.06157313335912,11.061573133359119,0.3084,-0.5838,77.0
90,9,14,36,0.38,70,1.0,0.0,41.265752778429814,-28.734247221570186,0.4273,0.3378,74.0
91,4,-1,12,0.325,30,-1.0,1.0,34.41096336614456,4.410963366144557,0.3245,2.4808,73.0
92,2,-1,12,0.375,20,-1.0,1.0,23.519780088097576,3.5197800880975763,0.3041,1.9412,76.0
93,9,-1,48,0.4,30,-1.0,1.0,53.71101218690727,23.71101218690727,0.2524,-2.2958,75.0
94,7,-1,24,0.38,20,-1.0,1.0,27.12623742888339,7.126237428883389,0.4597,0.5235,76.0
95,5,5,30,0.365,20,-1.0,1.0,20.790962992766133,0.7909629927661328,0.3554,1.2424,74.0
96,3,-1,24,0.35,50,-1.0,1.0,66.01738827709377,16.017388277093772,0.3147,4.2775,76.0
97,4,10,48,0.24,70,1.0,0.0,20.0349518727202,-49.9650481272798,0.3385,4.8766,74.0
98,4,-1,24,0.375,20,-1.0,1.0,27.00564781466783,7.005647814667832,0.3351,1.4894,75.0
99,7,10,24,0.38,30,1.0,0.0,15.831962789592776,-14.168037210407224,0.4235,1.0484,76.0
100,3,-1,48,0.35,70,-1.0,1.0,116.15866812369646,46.15866812369646,0.3108,6.3304,74.0
101,6,-1,48,0.38,50,-1.0,1.0,86.8719104445304,36.8719104445304,0.3877,2.3081,74.0
102,4,-1,30,0.315,60,-1.0,1.0,81.00993281809082,21.009932818090817,0.3367,4.3055,74.0
103,2,-1,24,0.225,61,-1.0,1.0,71.74200385693723,10.742003856937231,0.2992,6.0278,76.0
104,4,-1,24,0.4,50,-1.0,1.0,69.02853455087266,19.028534550872664,0.3288,3.8397,75.0
105,6,-1,24,0.37,15,-1.0,1.0,20.16400586104573,5.16400586104573,0.3867,0.7217,75.0
106,4,16,48,0.325,50,0.9,0.1,30.472696738663817,-19.527303261336183,0.3388,3.6088,76.0
107,9,9,36,0.365,20,1.0,0.0,7.211048547165868,-12.788951452834132,0.4569,0.1792,76.0
108,5,9,36,0.335,30,1.0,0.0,10.41810347606221,-19.58189652393779,0.3498,1.7185,77.0
109,3,-1,30,0.38,20,-1.0,1.0,28.975036542342647,8.975036542342647,0.311,1.7887,73.0
110,5,-1,24,0.4,30,-1.0,1.0,41.4171207305236,11.4171207305236,0.3459,1.9729,76.0
111,6,24,24,0.31,41,-1.0,1.0,52.14937682700619,11.149376827006193,0.3836,2.024,78.0
112,5,-1,24,0.365,50,-1.0,1.0,66.91329499895915,16.913294998959145,0.3418,3.4798,75.0
113,7,12,24,0.385,30,1.0,0.0,19.340502617264235,-10.659497382735765,0.4449,0.8663,75.0
114,7,-1,12,0.38,20,-1.0,1.0,23.578110196526445,3.5781101965264455,0.3084,0.1895,78.0
115,5,-1,48,0.41,19,-1.0,1.0,34.524856205610746,15.524856205610746,0.3473,1.2671,81.0
116,6,-1,24,0.465,20,-1.0,1.0,29.218981356169955,9.218981356169955,0.378,1.0096,82.0
117,6,12,36,0.345,50,1.0,0.0,23.998490452396062,-26.001509547603938,0.3896,2.3422,78.0
118,6,-1,24,0.365,35,-1.0,1.0,46.8393064992714,11.839306499271402,0.3795,1.7727,81.0
119,6,-1,48,0.385,51,-1.0,1.0,89.28076171099113,38.28076171099113,0.3797,2.6016,81.0
120,5,19,24,0.38,20,1.0,0.0,20.645984341755963,0.6459843417559625,0.3537,1.2551,77.0
121,7,-1,24,0.38,30,-1.0,1.0,40.689356143325085,10.689356143325085,0.4389,0.929,74.0
122,4,12,48,0.375,80,1.0,0.0,34.58986914838748,-45.41013085161252,0.3406,5.62,78.0
123,3,-1,24,0.6,40,-1.0,1.0,65.40604954615137,25.406049546151365,0.3141,3.5208,76.0
124,6,-1,42,0.335,50,-1.0,1.0,76.97787783019781,26.977877830197812,0.3892,2.3366,77.0
125,6,-1,24,0.4,15,-1.0,1.0,20.7085603652618,5.7085603652618,0.3857,0.7348,72.0
126,8,-1,12,0.365,20,-1.0,1.0,23.403346381443185,3.4033463814431855,0.4508,0.4235,79.0
127,3,19,48,0.33,30,1.0,0.0,19.45927798256651,-10.540722017433492,0.3144,2.6723,79.0
128,5,-1,24,0.325,20,-1.0,1.0,25.81540665392033,5.815406653920331,0.3564,1.1967,80.0
129,5,-1,36,0.36,40,-1.0,1.0,60.2246904978969,20.2246904978969,0.3583,2.3758,77.0
130,2,-1,12,0.42,20,-1.0,1.0,24.047459530027318,4.047459530027318,0.3022,1.8747,80.0
131,6,-1,48,0.38,50,-1.0,1.0,86.8719104445304,36.8719104445304,0.3847,2.4331,80.0
132,5,-1,48,0.4,47,-1.0,1.0,84.1472524261547,37.147252426154694,0.3517,2.9877,80.0
133,5,-1,24,0.36,20,-1.0,1.0,26.645578935952017,6.645578935952017,0.3564,1.2482,77.0
134,5,-1,24,0.38,30,-1.0,1.0,40.689356143325085,10.689356143325085,0.3541,1.8514,76.0
135,6,-1,36,0.29,70,-1.0,1.0,96.42384260313956,26.423842603139562,0.4036,2.9106,79.0
136,4,-1,12,0.38,20,-1.0,1.0,23.578110196526445,3.5781101965264455,0.33,1.5737,80.0
137,3,-1,12,0.195,25,-1.0,1.0,26.838389461487125,1.8383894614871252,0.3172,2.2031,80.0
138,5,-1,48,0.37,80,-1.0,1.0,136.89955809294992,56.89955809294992,0.3463,5.4551,80.0
